MUNICIPIO,CLASSIFICADOR_TIPO,CLASSIFICADOR,SETOR
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,ANTONIO OLIMPIO DE OLIVEIRA,PLANALTO
DIVINOPOLIS,LOGRADOURO,ANTONIO PEDRO DE ALMEIDA,PLANALTO
DIVINOPOLIS,LOGRADOURO,AUTORAMA,PLANALTO
DIVINOPOLIS,BAIRRO,BELO VALE,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,belo vale,PLANALTO
DIVINOPOLIS,LOGRADOURO,BRANQUINHOS,PLANALTO
DIVINOPOLIS,LOGRADOURO,CACOCO,PLANALTO
DIVINOPOLIS,BAIRRO,CACOCO,PLANALTO
DIVINOPOLIS,LOGRADOURO,CACOCO DE BAIXO,PLANALTO
DIVINOPOLIS,LOGRADOURO,CACOCO DE CIMA,PLANALTO
DIVINOPOLIS,LOGRADOURO,CACOCO DO MEIO / ATRAS DO MOTEL MURALHAS,PLANALTO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,CAJUEIRA,PLANALTO
DIVINOPOLIS,LOGRADOURO,CAJUEIRA,PLANALTO
DIVINOPOLIS,BAIRRO,CAMPINA VERDE,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,campina verde,PLANALTO
DIVINOPOLIS,BAIRRO,CASA NOVA,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,CASA NOVA,PLANALTO
DIVINOPOLIS,LOGRADOURO,CHACARAS BOM RETIRO,PLANALTO
DIVINOPOLIS,BAIRRO,CHACARAS SANTA RITA,PLANALTO
DIVINOPOLIS,BAIRRO,CHACARAS SIAROM,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,CHORO,PLANALTO
DIVINOPOLIS,LOGRADOURO,CHORO,PLANALTO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,CIPRESTES,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,comunidade quilombo,PLANALTO
DIVINOPOLIS,BAIRRO,CONJUNTO NILDA BARROS,PLANALTO
DIVINOPOLIS,LOGRADOURO,CORREGO FALSO,PLANALTO
DIVINOPOLIS,LOGRADOURO,COSTAS,PLANALTO
DIVINOPOLIS,LOGRADOURO,DJALMA DUTRA,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,DOUTOR DHULPHE PINTO DE AGUIAR,PLANALTO
DIVINOPOLIS,BAIRRO,DOUTOR DULPHE PINTO DE AGUIAR,PLANALTO
DIVINOPOLIS,PONTO_DE_REFERENCIA,ENTRADA ESTÂNCIA MARISA,PLANALTO
DIVINOPOLIS,PONTO_DE_REFERENCIA,ESTRADA DE TERRA: ACESSO A COMUNIDADE DO QUILOMBO,PLANALTO
DIVINOPOLIS,LOGRADOURO,ESTRADA DOS LOPES,PLANALTO
DIVINOPOLIS,BAIRRO,FLORERMIDA,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,FLORERMIDA,PLANALTO
DIVINOPOLIS,LOGRADOURO,FURTADOS,PLANALTO
DIVINOPOLIS,LOGRADOURO,GERALDO CRUZ,PLANALTO
DIVINOPOLIS,BAIRRO,GERALDO PEREIRA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,GOIABEIRA,PLANALTO
DIVINOPOLIS,LOGRADOURO,INHAME,PLANALTO
DIVINOPOLIS,LOGRADOURO,JARARACA,PLANALTO
DIVINOPOLIS,BAIRRO,JARDIM BETANIA,PLANALTO
DIVINOPOLIS,BAIRRO,JARDIM DAS ACACIAS,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,JARDIM DAS ACACIAS,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,JARDIM DAS ACÁCIAS,SAO JOSE
DIVINOPOLIS,BAIRRO,JARDIM PRIMAVERA,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,jardim primavera,PLANALTO
DIVINOPOLIS,BAIRRO,JARDIM REAL,PLANALTO
DIVINOPOLIS,BAIRRO,JARDIM ZONA SUL,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,JARDINÓPOLIS,PLANALTO
DIVINOPOLIS,LOGRADOURO,JOAO ANTONIO LOPES OLIVEIRA,PLANALTO
DIVINOPOLIS,LOGRADOURO,JOAO DE BARRO NETO,PLANALTO
DIVINOPOLIS,LOGRADOURO,JUNCO,PLANALTO
DIVINOPOLIS,LOGRADOURO,LAGES,PLANALTO
DIVINOPOLIS,LOGRADOURO,LAGOA,PLANALTO
DIVINOPOLIS,LOGRADOURO,LAVA PES,PLANALTO
DIVINOPOLIS,LOGRADOURO,LOPES,PLANALTO
DIVINOPOLIS,LOGRADOURO,MARIA APARECIDA SOARES,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,MATA DOS COQUEIROS,PLANALTO
DIVINOPOLIS,LOGRADOURO,MATA DOS COQUEIROS,PLANALTO
DIVINOPOLIS,LOGRADOURO,MG 252,PLANALTO
DIVINOPOLIS,LOGRADOURO,MUTIRAO,PLANALTO
DIVINOPOLIS,LOGRADOURO,OLARIA,PLANALTO
DIVINOPOLIS,LOGRADOURO,ORQUIDEAS,PLANALTO
DIVINOPOLIS,BAIRRO,PADRE HERCULANO,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,padre herculano,SAO JOSE
DIVINOPOLIS,LOGRADOURO,PEROBAS,PLANALTO
DIVINOPOLIS,LOGRADOURO,PITEIRAS,PLANALTO
DIVINOPOLIS,LOGRADOURO,POSSE,PLANALTO
DIVINOPOLIS,BAIRRO,PROLONGAMENTO ORION,PLANALTO
DIVINOPOLIS,LOGRADOURO,QUILOMBO,PLANALTO
DIVINOPOLIS,LOGRADOURO,RECANTO DAS AGUAS,PLANALTO
DIVINOPOLIS,LOGRADOURO,RIO CAIAPO,PLANALTO
DIVINOPOLIS,LOGRADOURO,RIO DO SONO,PLANALTO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,RIO PERDIDO,PLANALTO
DIVINOPOLIS,LOGRADOURO,RIO XINGU,PLANALTO
DIVINOPOLIS,LOGRADOURO,ROBERTO MENDES,SAO JOSE
DIVINOPOLIS,LOGRADOURO,RUA GRANDE,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,SANA CRUZ,PLANALTO
DIVINOPOLIS,BAIRRO,SANTA CRUZ,PLANALTO
DIVINOPOLIS,LOGRADOURO,SANTO ANTONIO DOS CAMPOS,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,SAO ROQUE,PLANALTO
DIVINOPOLIS,LOGRADOURO,SERRA CALCADA,PLANALTO
DIVINOPOLIS,BAIRRO,SION,PLANALTO
DIVINOPOLIS,LOGRADOURO,TAMBORIL,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,XX,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,ZONA RURAL,PLANALTO
DIVINOPOLIS,NREDS,2015-015393204-001,PORTO VELHO
DIVINOPOLIS,NREDS,2017-037524821-001,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,ALZIRA FONSECA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,AMG 0345,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,ANTONIETA FONSECA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,ANTONIO DE OLIVEIRA CASTRO,PORTO VELHO
DIVINOPOLIS,BAIRRO,ANTONIO FONSECA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,ANTONIO FONSECA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,Antônio Fonseca,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,ARACAJU,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,AYRTON SENNA DA SILVA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,barragem,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,BATIDO DO SOL,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,BERENICE DIAS,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,BOA ESPERANCA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,BOA VISTA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,BOM SUCESSO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,BOSTON,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,BRIGADEIRO CABRAL,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,BUENOS AIRES,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,BUENOS AIRES,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,BURITIS,PORTO VELHO
DIVINOPOLIS,BAIRRO,CACHIMBA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,CACHIMBA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,CAIO NOTINI,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,CALIFORNIA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,CAMBUI,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,CAPAO DA LAGOA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,CARMO DA MATA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,CHACARAS BEIRA RIO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,CHACARAS BEIRA RIO,PORTO VELHO
DIVINOPOLIS,BAIRRO,CHACARAS BELO HORIZONTE,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,chacaras belo horizonte,PORTO VELHO
DIVINOPOLIS,BAIRRO,CHACARAS CAMPO GRANDE,PORTO VELHO
DIVINOPOLIS,BAIRRO,CIDADE JARDIM,PORTO VELHO
DIVINOPOLIS,BAIRRO,CONJUNTO HABITACIONAL ELIZABETH NOGUEIRA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,CONJUNTO HABITACIONAL ELIZABETH NOGUEIRA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,CORREGO DO PAIOL,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,CORREGO DO PAIOL,PORTO VELHO
DIVINOPOLIS,BAIRRO,COSTA AZUL,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,COSTA AZUL,PORTO VELHO
DIVINOPOLIS,BAIRRO,DAVANUZE,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,DAVANUZE,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,DOLORES DE AGUIAR RABELO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,DOLORES DE AGUIAR RABELO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,DONA LAVINIA FONSECA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,DONA MARIA JOAQUINA,PORTO VELHO
DIVINOPOLIS,BAIRRO,DONA QUITA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,DONA QUITA,PORTO VELHO
DIVINOPOLIS,BAIRRO,DONA ROSA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,DONA ROSA,PORTO VELHO
DIVINOPOLIS,COMPLEMENTO_ENDERECO,dona rosa,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,ELIZABETH NOGUEIRA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,EQUADOR,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,ESTADO UNIDOS,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,ESTADOS UNIDOS,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,ESTADOS UNIDOS,PORTO VELHO
DIVINOPOLIS,COMPLEMENTO_ENDERECO,FAZENDA PONTE FUNDA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,FERRADOR,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,FERRADOR,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,FERRADURA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,FRANCISCO BORGES DE FARIA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,FREI RESPICIO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,GUARANI,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,HAVANA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,JOAO BOSCO SOBRINHO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,JOSE AFONSO MICHELINE,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,JOSE ALVES MARTINS,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,JOSE GOMES DA SILVA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,jose penha laine,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,JOSE PENHA LAINE,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,JOSE PENHA LAINE,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,JOSE TEODORO FERREIRA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,JOSIAS CALDEIRA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,JOUBERT CAVALIERI ZEZOA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,JUAREZ BARROS DE AGUIAR,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,JULIA CAROLINA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,JUSA DA FONSECA,PORTO VELHO
DIVINOPOLIS,BAIRRO,JUSA FONSECA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,JUSA FONSECA,PORTO VELHO
DIVINOPOLIS,BAIRRO,LAGO DAS ROSEIRAS,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,LAGO DAS ROSEIRAS,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,LAGO DAS ROSEIRAS,PORTO VELHO
DIVINOPOLIS,BAIRRO,LAGOA PARK,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,LAGOA PARK,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,LAGOA PARQUE,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,LAVINIA FONSECA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,LIXAO,PORTO VELHO
DIVINOPOLIS,BAIRRO,MAR E TERRA,PORTO VELHO
DIVINOPOLIS,BAIRRO,MARIA PECANHA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,MARIA PEÇANHA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,MATEUS LEME,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,MUNICIPAL 110,PORTO VELHO
DIVINOPOLIS,BAIRRO,NACOES,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,NACOES,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,NICARAGUA,PORTO VELHO
DIVINOPOLIS,BAIRRO,NOSSA SENHORA DAS GRACAS,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,NOSSA SENHORA DAS GRAÇAS,PORTO VELHO
DIVINOPOLIS,BAIRRO,NOVA HOLANDA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,NOVA HOLANDA,PORTO VELHO
DIVINOPOLIS,BAIRRO,NOVO PARAISO,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,NOVO PARAISO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,OLIMPIO GOMES BRANQUINHO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,OLIMPIO MOREIRA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,PADRE ABEL,PORTO VELHO
DIVINOPOLIS,BAIRRO,PADRE EUSTAQUIO,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,PADRE EUSTAQUIO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,PAIVAS,PORTO VELHO
DIVINOPOLIS,BAIRRO,PARAISO,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,PARAISO,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,PARQUE DE EXPOSICOES,SAO JOSE
DIVINOPOLIS,LOGRADOURO,PASSAGEM,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,PAULO FERREIRA DA SILVA,PORTO VELHO
DIVINOPOLIS,BAIRRO,PONTE FUNDA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,PONTE FUNDA,PORTO VELHO
DIVINOPOLIS,BAIRRO,PORTO VELHO,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,porto velho,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,POVOADO DE ROSEIRA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,POVOADO DE SETE LAGOAS,PORTO VELHO
DIVINOPOLIS,BAIRRO,QUINTA DAS PALMEIRAS,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,RAFAEL GIMENES,PORTO VELHO
DIVINOPOLIS,BAIRRO,RESIDENCIAL DONA MARIA ELISA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,RIBEIRAO DO SERVO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,RIBEIRAO FRIO,PORTO VELHO
DIVINOPOLIS,BAIRRO,SAGRADA FAMILIA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,SAGRADA FAMILIA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,santa lucia,PORTO VELHO
DIVINOPOLIS,BAIRRO,SANTA LUCIA,PORTO VELHO
DIVINOPOLIS,BAIRRO,SANTA ROSA,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,santa rosa,PORTO VELHO
DIVINOPOLIS,COMPLEMENTO_ENDERECO,santa rosa,PORTO VELHO
DIVINOPOLIS,BAIRRO,SANTA TEREZA,PORTO VELHO
DIVINOPOLIS,BAIRRO,SAO BENTO,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,SAO BENTO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,SAO VICENTE DE PAULA,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,SARGENTO VALERIO,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,SECO,NITEROI
DIVINOPOLIS,LOGRADOURO,SETE LAGOAS,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,TAVARES,PORTO VELHO
DIVINOPOLIS,BAIRRO,TERRA AZUL,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,TERRA AZUL,PORTO VELHO
DIVINOPOLIS,BAIRRO,VALE DO SOL,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,VALE DO SOL,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,venceslau braz,PORTO VELHO
DIVINOPOLIS,BAIRRO,VILA DAS ROSEIRAS,PORTO VELHO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,VILA DAS ROSEIRAS,PORTO VELHO
DIVINOPOLIS,LOGRADOURO,ZOMAR NOGUEIRA,PORTO VELHO
DIVINOPOLIS,NRAT,2018-030540024-001,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,AFRANIO PEIXOTO,SAO JOSE
DIVINOPOLIS,BAIRRO,ALTEROSA,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,ALTEROSA,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,BAHIA MINAS,SAO JOSE
DIVINOPOLIS,BAIRRO,BELA VISTA,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,bela vista,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,Belvedere,SAO JOSE
DIVINOPOLIS,BAIRRO,BELVEDERE I,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,BELVEDERE I,SAO JOSE
DIVINOPOLIS,BAIRRO,BELVEDERE II,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,BELVEDERE II,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,belvedere II,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,BELVEDERII,SAO JOSE
DIVINOPOLIS,LOGRADOURO,CABO HEITOR SANTOS,SAO JOSE
DIVINOPOLIS,LOGRADOURO,CACHOEIRA PONTE DE FERRO,SAO JOSE
DIVINOPOLIS,PONTO_DE_REFERENCIA,CAIXA DAGUA DO ANTONIO DUARTE,SAO JOSE
DIVINOPOLIS,LOGRADOURO,CAMACHO,SAO JOSE
DIVINOPOLIS,LOGRADOURO,CAMPO DO MEIO,SAO JOSE
DIVINOPOLIS,LOGRADOURO,CAMPO GRANDE,PORTO VELHO
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,CAMPOS GERAIS,SAO JOSE
DIVINOPOLIS,LOGRADOURO,CAMPOS GERAIS,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,CAPELINHA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,CARBONITA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,CASCALHO RICO,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,CASCALHO RICO,SAO JOSE
DIVINOPOLIS,BAIRRO,CATALAO,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,CATALÃO,SAO JOSE
DIVINOPOLIS,BAIRRO,CHANADOUR,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,chanadour,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,copacabana,SAO JOSE
DIVINOPOLIS,LOGRADOURO,CORONEL BRAGANCA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,CORONEL JULIO RIBEIRO GONTIJO,SAO JOSE
DIVINOPOLIS,LOGRADOURO,CRUZ E SOUSA,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,DE EXPOSIÇÕES,SAO JOSE
DIVINOPOLIS,BAIRRO,DOM PEDRO II,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,DOM PEDRO II,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,DROGAREI,SAO JOSE
DIVINOPOLIS,LOGRADOURO,EPAMINONDAS DE ASSIS,SAO JOSE
DIVINOPOLIS,BAIRRO,ESPLANADA,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,ESPLANADA,SAO JOSE
DIVINOPOLIS,BAIRRO,EXPOSICAO,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,FABIO NOTINI,SAO JOSE
DIVINOPOLIS,BAIRRO,FLORESTA,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,FLORESTA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,GARCAS,SAO JOSE
DIVINOPOLIS,BAIRRO,GRANJAS DO SHEIK,SAO JOSE
DIVINOPOLIS,LOGRADOURO,GUAPE,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,GUSTAVO CORSAO,SAO JOSE
DIVINOPOLIS,LOGRADOURO,IPANEMA,SAO JOSE
DIVINOPOLIS,BAIRRO,ITACOLOMI,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,itacolomi,SAO JOSE
DIVINOPOLIS,BAIRRO,JARDIM COPACABANA,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,JARDIM COPACABANA,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,JARDIM COPACABANA / FAZENDA SAUDE,SAO JOSE
DIVINOPOLIS,BAIRRO,JARDINOPOLIS,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,jardinopolis,SAO JOSE
DIVINOPOLIS,BAIRRO,JOAO PAULO II,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,JOAO PAULO II,SAO JOSE
DIVINOPOLIS,BAIRRO,JOSE ANTONIO GONCALVES,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,JOSE DE ALENCAR,SAO JOSE
DIVINOPOLIS,LOGRADOURO,JOSE LOURENCO,SAO JOSE
DIVINOPOLIS,LOGRADOURO,JOSE MARRA BRAUNA,PLANALTO
DIVINOPOLIS,LOGRADOURO,JULIO NOGUEIRA,SAO JOSE
DIVINOPOLIS,BAIRRO,JUSCELINO KUBISTCHEK,SAO JOSE
DIVINOPOLIS,LOGRADOURO,LA PAZ,SAO JOSE
DIVINOPOLIS,LOGRADOURO,LIMEIRA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,MANACAS,PLANALTO
DIVINOPOLIS,LOGRADOURO,MANOEL BANDEIRA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,MARACUJA,PLANALTO
DIVINOPOLIS,BAIRRO,MARAJO,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,MARAJÓ,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,MARIA APARECIDA BATISTA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,MARIA AUGUSTA LEAO,SAO JOSE
DIVINOPOLIS,LOGRADOURO,MARIA DE LOURDES MELO,SAO JOSE
DIVINOPOLIS,LOGRADOURO,MARILIA FERREIRA NOVAES,SAO JOSE
DIVINOPOLIS,LOGRADOURO_NAO_CADASTRADO,MEDINA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,MIGUEL RODRIGUES FILHO,SAO JOSE
DIVINOPOLIS,BAIRRO,MORADA NOVA,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,Morada Nova,SAO JOSE
DIVINOPOLIS,BAIRRO,MORUMBI,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,MORUMBI,SAO JOSE
DIVINOPOLIS,LOGRADOURO,MURIAE,SAO JOSE
DIVINOPOLIS,LOGRADOURO,NOE SOARES,SAO JOSE
DIVINOPOLIS,LOGRADOURO,NOSSA SENHORA APARECIDA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,NOVO MEXICO,SAO JOSE
DIVINOPOLIS,COMPLEMENTO_ENDERECO,posto marcal,SAO JOSE
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,POVOADO DO 49,SAO JOSE
DIVINOPOLIS,LOGRADOURO,PRAIA QUARENTA E OITO,SAO JOSE
DIVINOPOLIS,LOGRADOURO,PROFESSORA DILZA NERY FARIA,SAO JOSE
DIVINOPOLIS,LOGRADOURO,QUARENTA E NOVE,SAO JOSE
DIVINOPOLIS,BAIRRO,QUINTINO,PLANALTO
DIVINOPOLIS,BAIRRO_NAO_CADASTRADO,QUINTINO,PLANALTO
